timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-22T20:45:05,codecarbon,20fbea07-d1bb-4514-983e-bc82ca674d7b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.208868100016844,1.7600538765833525e-06,7.925004861377954e-08,42.5,22.923433632696593,10.0,0.00024943025694507625,0.00013895177782798085,5.863223361116575e-05,0.00044701426838422286,0.0,Canada,CAN,quebec,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.2,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,-72.6143,46.3633,15.6959228515625,machine,8.72857142857143,0.0,91.62857142857143,14.381309327625093,N,1.0,0.0
