timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-22T20:43:28,codecarbon,074b6a2e-69c1-4dc9-b599-0009f3770c9a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.071483400010038,5.911689806807762e-07,8.359900564568065e-08,42.5,26.44035958867692,10.0,8.082787416691038e-05,5.0303929131995107e-05,1.90118786112483e-05,0.0001501436819101538,0.0,Canada,CAN,quebec,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.2,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,-72.6143,46.3633,15.6959228515625,machine,0.0,0.0,88.10000000000001,13.826606750488281,N,1.0,0.0
